restaurant_name,country,city,address,formatted_address,latitude,longitude,state_or_province,restaurant_extraction_date,zip_or_postal_code,style,cuisines,restaurant_type,rating_value,review_count,phone,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,price_range,takeout,alcohol_service,waiter_service,owner_verification,menu_source,source_restaurant_name,menu_last_updated_by_source,restaurant_source,yelp_menu_provider,restaurant_object_key,distance,app_filter,airport,catering_service,datetime_timestamp
Chick-fil-A,United States Of America,MEMPHIS,"4916 Poplar Ave, Memphis, Tn",4916 Poplar Ave,35.113998499999994,-89.897621,TENNESSEE,2026-02-28,38117,Chicken Shop,"chicken shop, fast food restaurant, fried chicken joint, dining and drinking, chicken, fast food, american, restaurant, salad, breakfast and brunch",QSR,4.5,51,+1 901-820-0505,https://www.chick-fil-a.com/locations/tn/poplar-avenue,https://www.chick-fil-a.com/locations/tn/poplar-avenue,https://www.chick-fil-a.com/menu,$,No,Yes,Yes,,https://www.ubereats.com/store/chick-fil-a-4916-poplar-ave/CyIS3dakS8e2nA8RMrzxlQ,Chick-fil-A,,ubereats,,1098525,6.664489386379756,true,MEM,,2026-03-07T05:19:15.522Z
Chipotle Mexican Grill,United States Of America,MEMPHIS,"5865 Poplar Ave Ste 104, Memphis, Tn",5865 Poplar Ave Ste 104,35.101993,-89.86573,TENNESSEE,2026-02-28,38119,New Mexican,"new mexican, mexican, burrito restaurant, southwestern, taco restaurant, dining and drinking, fast food, healthy, mexican restaurant, restaurant",QSR,3.5,34,+1 901-416-1944,https://locations.chipotle.com/tn/memphis/5865-poplar-ave,https://locations.chipotle.com/tn/memphis/5865-poplar-ave,https://www.chipotle.com/#menu,$,Yes,No,Yes,,https://www.ubereats.com/store/chipotle-mexican-grill-5865-poplar-ave-ste-104s/a0ZYkGTHRm-QSb2MidWMNA,Chipotle Mexican Grill,,ubereats,,1812162,7.509776265467797,true,MEM,,2026-03-07T05:19:15.522Z
Court Square Cafe,United States Of America,COVINGTON,"132 W Liberty Ave, Covington, Tn 38019, 2514",132 W Liberty Ave,35.564792,-89.64771,TENNESSEE,2026-02-28,38019,Burgers,"burgers, restaurant, sandwiches, café, american restaurant, cafe, coffee, and tea house, dining and drinking, american, cafe, southern",Casual Dining,4.5,21,+1 901-475-1440,,,,$$,No,No,Yes,,https://www.ubereats.com/store/court-square-cafe/v_ARSUH7SjmNF1BLO93oEQ,Court Square Cafe,,ubereats,,1480586,40.52712159770552,true,MEM,,2026-03-07T05:19:15.522Z
Cracker Barrel,United States Of America,WEST MEMPHIS,"1600 N 6Th St, West Memphis, Ar 72301, 3210",1600 N 6Th St,35.1646095,-90.1771565,ARKANSAS,2026-02-28,72301,Burgers,"burgers, restaurant, sandwiches, breakfast & brunch, american restaurant, family meals, dining and drinking, american, southern",Casual Dining,3.5,326,+1 870-733-0469,http://www.crackerbarrel.com,http://www.crackerbarrel.com,https://www.crackerbarrel.com/menu/,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/cracker-barrel-old-country-store-1600-n-6th-streets/EtXIU2gWTzeNPuN4FRSN6A,Cracker Barrel,,ubereats,,2235868,14.140604739940379,true,MEM,,2026-03-07T05:19:15.522Z
Cracker Barrel,United States Of America,MEMPHIS,"8000 Lowrance Rd, Memphis, Tn 38125, 2869",8000 Lowrance Rd,35.036146,-89.79692499999999,TENNESSEE,2026-02-28,38125,Burgers,"burgers, restaurant, sandwiches, breakfast & brunch, american restaurant, family meals, dining and drinking, american, southern",Casual Dining,3.3,71,+1 901-757-0269,http://locations.crackerbarrel.com/tn/memphis/465,http://locations.crackerbarrel.com/tn/memphis/465,https://www.crackerbarrel.com/menu/,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/cracker-barrel-old-country-store-8000-lowrance-rds/w4r7CS7YRLarQZPUouAWrg,Cracker Barrel,,ubereats,,2302977,10.200123447569231,true,MEM,,2026-03-07T05:19:15.522Z
Desi Hypermart,United States Of America,MEMPHIS,"3750 Hacks Cross Rd, 101","3750 Hacks Cross Rd, 101",35.04667,-89.79486,TENNESSEE,2026-02-28,38125,Vegetarian,"vegetarian, indian, asian",Casual Dining,3.6439790575916224,55,+1 901-410-8225,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/desi-hypermart/YMEHX4LHUme--T44zG7ILw,Desi Hypermart,,ubereats,,1874626,10.311530628304526,true,MEM,,2026-03-07T05:19:15.522Z
Domino's Pizza,United States Of America,MEMPHIS,"686 Union Ave, Memphis, Tn",686 Union Ave,35.139393999999996,-90.03852499999999,TENNESSEE,2026-02-28,38103,Sandwiches,"sandwiches, pizzeria, family meals, chicken wings, dining and drinking, fast food, american, wings, restaurant, pizza",QSR,3.0,2,+1 901-527-3030,https://www.dominos.com/en/,https://www.dominos.com/en/,https://order.dominos.com/en/pages/order/menu.jsp,$,No,No,Yes,,https://www.ubereats.com/store/dominos-686-union-ave/6pMzpfdXVbOHU9aLBBzjDA,Domino's Pizza,,ubereats,,1926376,7.548047255290823,true,MEM,,2026-03-07T05:19:15.522Z
El Gallo Giro,United States Of America,MEMPHIS,"3991 Lamar Ave, Memphis, Tn 38118, 4901",3991 Lamar Ave,35.055195499999996,-89.93087650000001,TENNESSEE,2026-02-28,38118,Tacos,"tacos, latin american, mexican, dining and drinking, mexican restaurant, restaurant",Casual Dining,4.5,17,+1 901-794-0609,http://www.gallogiro.com,http://www.gallogiro.com,,$,Yes,No,Yes,,https://www.ubereats.com/store/el-gallo-giro-memphiss/hUSD74KxXgab9Vc732o2gA,El Gallo Giro,,ubereats,,2430434,2.7413567047096397,true,MEM,,2026-03-07T05:19:15.522Z
Energy Famous Pasta,United States Of America,MEMPHIS,"103 S Ct Ave Memphis, Tn",103 S Ct Ave,35.14561,-90.052345,TENNESSEE,2026-02-28,38103,Cocktail Bars,"cocktail bars, italian, sandwiches, pasta, pasta shops, cajun/creole, fish &amp; seafood, seafood, american",,4.018248175182482,500,+1 901-453-6568,https://energyfamouspasta.com,https://energyfamouspasta.com,http://Energyfamouspasta.com/menu,$$$,Yes,No,Yes,,https://www.ubereats.com/store/energy-famous-pasta/7SIFRXm0VnmiI4M3II0jhg,Energy Famous Pasta,,ubereats,,1730487,8.305811141220726,true,MEM,,2026-03-07T05:19:15.522Z
Exlines' Best Pizza In Town Kirby,United States Of America,MEMPHIS,"2801 Kirby Rd, Memphis, Tn 38119, 8239",2801 Kirby Rd,35.072408499999995,-89.8429005,TENNESSEE,2026-02-28,38119,Italian,"italian, burgers, exclusive to eats, sandwiches, pizzeria, sports bars, dining and drinking, restaurant, pizza",Casual Dining,3.7,13,+1 901-754-0202,http://www.exlinespizza.com/kirby.php,http://www.exlinespizza.com/kirby.php,https://www.exlinespizza.com/locations-menu,$$,Yes,No,Yes,,https://www.ubereats.com/store/exlines-best-pizza-in-town-kirby/y2QVD0snS4Ki2HmSJ0ni4g,Exlines' Best Pizza In Town Kirby,,ubereats,,1730536,7.859371184774451,true,MEM,,2026-03-07T05:19:15.522Z
Freddy's Frozen Custard & Steakburgers,United States Of America,COLLIERVILLE,"849 West Poplar Ave, Collierville, Tn",849 West Poplar Ave,35.045747500000004,-89.69071,TENNESSEE,2026-02-28,38017,Burgers,"burgers, sandwiches, burger joint, desserts, dining and drinking, ice cream & frozen yogurt, fast food, american, restaurant, fast food restaurant",QSR,3.6,7,+1 901-221-7117,https://www.freddys.com/,https://www.freddys.com/,https://freddysusa.com/menu/,$,No,Yes,Yes,,https://www.ubereats.com/store/freddys-frozen-custard-%26-steakburgers-849-w-poplar-avenues/smZ0T8RuS46Y4TZdDquQYw,Freddy's Frozen Custard & Steakburgers,,ubereats,,2244081,16.213661779896675,true,MEM,,2026-03-07T05:19:15.522Z
Fresh &amp; Ready from Kroger,United States Of America,BARTLETT,5995 Stage Rd,5995 Stage Rd,35.20391,-89.86348,TENNESSEE,2026-02-28,38134,Specialty Foods,specialty foods,Casual Dining,4.407407407407407,14,+1 555-555-5555,,,,$$,No,No,Yes,,https://www.ubereats.com/store/fresh-%26-ready-from-kroger/M3XhVF_oXsOeFldtxvgOvA,Fresh &amp; Ready from Kroger,,ubereats,,2382178,12.846573900980436,true,MEM,,2026-03-07T05:19:15.522Z
Fresh &amp; Ready from Kroger,United States Of America,COLLIERVILLE,3685 S Houston Levee Rd,3685 S Houston Levee Rd,35.0478,-89.73515,TENNESSEE,2026-02-28,38139,Specialty Foods,specialty foods,Casual Dining,5.0,8,+1 555-555-5555,,,,$$,No,Yes,Yes,,https://www.ubereats.com/store/fresh-%26-ready-from-kroger/j8qHcknCVsKkXR_M9U_WlA,Fresh &amp; Ready from Kroger,,ubereats,,2382215,13.697437212401733,true,MEM,,2026-03-07T05:19:15.522Z
Fresh &amp; Ready from Kroger,United States Of America,CORDOVA,1230 N Houston Levee Rd,1230 N Houston Levee Rd,35.15899,-89.72616,TENNESSEE,2026-02-28,38018,Specialty Foods,specialty foods,Casual Dining,5.0,5,+1 555-555-5555,,,,$$,No,Yes,Yes,,https://www.ubereats.com/store/fresh-%26-ready-from-kroger/ztoT0WWiV-mBEZVmG4kCEA,Fresh &amp; Ready from Kroger,,ubereats,,2382236,16.30955426605392,true,MEM,,2026-03-07T05:19:15.522Z
Gullys Grill,United States Of America,MEMPHIS,5281 Oak Court Cove North,5281 Oak Court Cove North,35.00426,-89.84652,TENNESSEE,2026-02-28,38141,Latin American,"latin american, seafood, caribbean",Casual Dining,,0,+1 901-286-1937,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/gullys-grill/X0j8pI2-UROZyROY8AcTmw,Gullys Grill,,ubereats,,1377782,7.8352969459600645,true,MEM,,2026-03-07T05:19:15.522Z
Horizon Pizzano,United States Of America,WEST MEMPHIS,900 College Boulevard,900 College Boulevard,35.15688,-90.22519,ARKANSAS,2026-02-28,72301,American,"american, pizza, italian",Casual Dining,4.809523809523809,13,+1 870-559-2463,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/horizon-pizzano/ecncsgLXQAeiBZMRsPLoqw,Horizon Pizzano,,ubereats,,1119790,16.14009333356218,true,MEM,,2026-03-07T05:19:15.522Z
Jus wings and more,United States Of America,MEMPHIS,"5973 Knight Arnold Rd Memphis, Tn",5973 Knight Arnold Rd,35.060262,-89.86425,TENNESSEE,2026-02-28,38115,Burgers,"burgers, wings joint, chicken wings, dining and drinking, fish & chips, fast food, american, wings, restaurant",QSR,,0,+1 901-347-3050,http://www.juswingsam.com,http://www.juswingsam.com,,$$,Yes,No,Yes,,https://www.ubereats.com/store/jus-wings-and-more/ZSjrxWzIR1eTNnVnLEDTuA,Jus wings and more,,ubereats,,1058649,6.490511638661538,true,MEM,,2026-03-07T05:19:15.522Z
Krispy Kreme,United States Of America,SOUTHAVEN,"5205 Airways Blvd Suite 917, Southaven, Ms",5205 Airways Blvd Suite 917,34.936249000000004,-89.991518,MISSISSIPPI,2026-02-28,38671,Donut Shop,"donut shop, street food, coffee & tea, donuts, desserts, dining and drinking, bakery, american, breakfast and brunch",QSR,3.5,4,+1 662-349-3324,https://site.krispykreme.com/ms/southaven/5205-airways-blvd,https://site.krispykreme.com/ms/southaven/5205-airways-blvd,,$,Yes,No,Yes,,https://www.ubereats.com/store/krispy-kreme-5205-airways-blvd-ste-917/DeFeusb6RIyS6mYlkXIvcw,Krispy Kreme,,ubereats,,1072436,7.367228288097552,true,MEM,,2026-03-07T05:19:15.522Z
Land Star Deli,United States Of America,MEMPHIS,4029 Hawkins Mill Rd,4029 Hawkins Mill Rd,35.22054,-89.92917,TENNESSEE,2026-02-28,38128,Chicken,"chicken, exclusive to eats, wings, comfort food",Casual Dining,,0,+1 901-454-3369,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/land-star-deli/iLKrLYUoT-OHyf3fWghVtg,Land Star Deli,,ubereats,,1123172,12.570231771536148,true,MEM,,2026-03-07T05:19:15.522Z
Logan's Roadhouse,United States Of America,MEMPHIS,"7755 Winchester Rd, Memphis, Tn 38125, 2304",7755 Winchester Rd,35.04885,-89.80508499999999,TENNESSEE,2026-02-28,38119,Burgers,"burgers, sandwiches, pub, bar, steakhouse, american",Casual Dining,2.2,29,+1 901-759-1430,http://www.logansroadhouse.com,http://www.logansroadhouse.com,https://logansroadhouse.com/menu/,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/logans-roadhouse-416-7755-winchester-road/JbrswHc_TDmdCXuRwZGaBA,Logan's Roadhouse,,ubereats,,1834751,9.737645677635077,true,MEM,,2026-03-07T05:19:15.522Z
Magic Wings and Things,United States Of America,MEMPHIS,"567 E Holmes Rd Memphis, Tn",567 E Holmes Rd,35.00609,-90.044775,TENNESSEE,2026-02-28,38109,Burgers,"burgers, sandwiches, chicken wings, fast food, american, wings",QSR,4.717391304347826,38,+1 901-310-4284,,,,$,Yes,No,Yes,Verified over 3 months ago,https://www.ubereats.com/store/magic-wings-and-things/bnlDw3sSXuSW-6V79adFqw,Magic Wings and Things,,ubereats,,1734695,4.602986936796498,true,MEM,,2026-03-07T05:19:15.522Z
Mama Rosa Mexican Food,United States Of America,MEMPHIS,"6542 Goodman Rd Suite 117,, Ms, Memphis, 38654, United States",6542 Goodman Rd Suite 117,34.962905,-89.87393,MISSISSIPPI,2026-02-28,38654,New Mexican,"new mexican, sandwiches, latin american, mexican, dining and drinking, contemporary mexican, mexican restaurant, restaurant, salad",Casual Dining,4.6,32,+1 662-880-0068,https://www.mamarosamexicanrestaurant.com/,https://www.mamarosamexicanrestaurant.com/,https://www.mamarosamexicanrestaurant.com/_files/ugd/7dfcb5_83be9873b2594ba6a0e45bcdac3050f4.pdf,$,No,Yes,Yes,Updated over 3 months ago,https://www.ubereats.com/store/mama-rosa-mexican-food-6542-goodman-rd-suite-117/zZp-B3X4U76IwxWeOarXMg,Mama Rosa Mexican Food,,ubereats,,2267801,8.000422920319313,true,MEM,,2026-03-07T05:19:15.522Z
Manassas Market &amp; Deli,United States Of America,MEMPHIS,"156 N Manassas St Memphis, Tn",156 N Manassas St,35.14506,-90.034605,TENNESSEE,2026-02-28,38105,American,"american, pizza, indian, healthy",,4.410094637223974,300,+1 901-208-8033,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/manassas-market-%26-deli/D-_X3fHKTLaFIVcJSTCxbg,Manassas Market &amp; Deli,,ubereats,,2433456,7.79997258933357,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,SOUTHAVEN,"65 Goodman Rd W, Southaven, Ms",65 Goodman Rd W,34.96217,-89.991408,MISSISSIPPI,2026-02-28,38671,Burgers,"burgers, european, street food, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,2.7,13,+1 662-349-3449,https://www.mcdonalds.com/us/en-us/location/ms/southaven/65-goodman-rd-w/25361.html,https://www.mcdonalds.com/us/en-us/location/ms/southaven/65-goodman-rd-w/25361.html,https://www.mcdonalds.com/us/en-us/location/ms/southaven/65-goodman-rd-w/25361.html?cid=rf:yxt:ron::clicks#mcdlanguagetogglemenumobile,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-65-goodman-rd-ws/QRXTZv-lSOaaAoB8-6dKAg,McDonald's,,ubereats,,763934,5.594865191844394,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,MEMPHIS,"7011 E Shelby Dr, Memphis, Tn",7011 E Shelby Dr,35.019960999999995,-89.82946100000001,TENNESSEE,2026-02-28,38141,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,1.0,3,+1 901-755-1313,https://www.mcdonalds.com/us/en-us/location/tn/memphis/7011-e-shelby-dr/11131.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/7011-e-shelby-dr/11131.html,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-7011-e-shelby-drs/eVcoJHtSTxaT5m9u6C4GeQ,McDonald's,,ubereats,,2238387,8.48945782984081,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,MEMPHIS,"1389 Poplar Avenue, Memphis, Tn",1389 Poplar Avenue,35.14337999999999,-90.01421,TENNESSEE,2026-02-28,38104,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,2.5,6,+1 901-272-7324,https://www.mcdonalds.com/us/en-us/location/tn/memphis/1389-poplar-avenue/7324.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/1389-poplar-avenue/7324.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/1389-poplar-avenue/7324.html?cid=rf:yxt:ron::clicks#mcdlanguagetogglemenumobile,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-memphis-tn-1389-poplars/ttW0VBZ7SzWbPr50cD_g9w,McDonald's,,ubereats,,1030858,7.277577111368776,true,MEM,,2026-03-07T05:19:15.522Z
McDonald's,United States Of America,MEMPHIS,"6690 Poplar Ave, Memphis, Tn",6690 Poplar Ave,35.0989685,-89.84075150000001,TENNESSEE,2026-02-28,38138,Burgers,"burgers, coffee & tea, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,3.2,6,+1 901-754-0132,https://www.mcdonalds.com/us/en-us/location/tn/memphis/6690-poplar-ave/14041.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/6690-poplar-ave/14041.html,https://www.mcdonalds.com/us/en-us/location/tn/memphis/6690-poplar-ave/14041.html?cid=rf:yxt:ron::clicks#mcdlanguagetogglemenumobile,$,No,Yes,Yes,,https://www.ubereats.com/store/mcdonalds-memphis-tn-6690-poplar/msEn-xkWSuWCrUhQ7h7HFA,McDonald's,,ubereats,,12764,8.633377630188535,true,MEM,,2026-03-07T05:19:15.522Z
Memphis2Miami,United States Of America,MEMPHIS,"1802 Kent Rd Memphis, Tn",1802 Kent Rd,35.04649,-90.003795,TENNESSEE,2026-02-28,38116,Sandwiches,"sandwiches, breakfast & brunch, chicken wings, waffles, wings, breakfast and brunch",,2.678571428571428,48,+1 786-300-5781,https://memphis2miami2.wixsite.com/memphis2miami,https://memphis2miami2.wixsite.com/memphis2miami,,$$,Yes,No,Yes,,https://www.ubereats.com/store/memphis2miami/dpS1J_SKQ-C60z8rbpP3pg,Memphis2Miami,,ubereats,,913123,1.5631865674846968,true,MEM,,2026-03-07T05:19:15.522Z
Milano's NY Pizza,United States Of America,SOUTHAVEN,"7065 Airways Blvd Ste 121, Southaven, Ms 38671, 5868",7065 Airways Blvd Ste 121,34.963477,-89.99124699999999,MISSISSIPPI,2026-02-28,38671,Italian,"italian, pizzeria, dining and drinking, american, restaurant, pizza",Casual Dining,4.4,47,+1 662-349-8111,http://milanosnypizza.com/,http://milanosnypizza.com/,,$,Yes,No,Yes,,https://www.ubereats.com/store/milanos-ny-pizza/E0YJTHMyXMOZi03DxXwLvQ,Milano's NY Pizza,,ubereats,,2433833,5.504415034902249,true,MEM,,2026-03-07T05:19:15.522Z
Nawab's Restaurant,United States Of America,COLLIERVILLE,"3750 South Houston Levee Road, Suite 107","3750 South Houston Levee Road, Suite 107",35.046105,-89.73190500000001,TENNESSEE,2026-02-28,38017,Vegetarian,"vegetarian, indian restaurant, dining and drinking, asian, restaurant, indian",,4.094178082191782,500,+1 901-509-3252,https://nawabsmemphis.com,https://nawabsmemphis.com,,$$,Yes,No,Yes,,https://www.ubereats.com/store/nawabs-restaurant/N9tJFmAqW6Kn4zld-4cjrA,Nawab's Restaurant,,ubereats,,2434163,13.878851289583487,true,MEM,,2026-03-07T05:19:15.522Z
New China Restaurant,United States Of America,CORDOVA,"10 Timber Creek Dr, Cordova, Tn 38018, 4231",10 Timber Creek Dr,35.130404999999996,-89.79221,TENNESSEE,2026-02-28,38018,Asian Fusion,"asian fusion, szechuan, asian restaurant, dining and drinking, chinese restaurant, chinese, restaurant",,3.7,3,+1 901-755-3535,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/new-china-restaurant/ZBC3dd1OUvO4T0jVL7gMXw,New China Restaurant,,ubereats,,2434201,12.084633443061078,true,MEM,,2026-03-07T05:19:15.522Z
Old School Hot Wings,United States Of America,WALLS,"8709 Highway 61, Walls, Ms 38680, 9409",8709 Highway 61,34.985898,-90.135798,MISSISSIPPI,2026-02-28,38680,Wings Joint,"wings joint, chicken wings, dining and drinking, comfort food, american, wings, restaurant",,4.8,5,+1 662-781-0610,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/old-school-hot-wings-8709-highway-61/pZVYa6kCQ32RddKnsVVw0w,Old School Hot Wings,,ubereats,,2434456,9.829984610426537,true,MEM,,2026-03-07T05:19:15.522Z
Petals Of A Peony,United States Of America,MEMPHIS,"1250 N Germantown Pkwy 105, Memphis, Tn",1250 N Germantown Pkwy 105,35.158787000000004,-89.793759,TENNESSEE,2026-02-28,38016,Ramen,"ramen, szechuan restaurant, asian restaurant, japanese, dining and drinking, chinese restaurant, asian, comfort food, chinese, restaurant",Casual Dining,4.1,14,+1 901-707-8886,http://petalsofapeony.com,http://petalsofapeony.com,https://petalsofapeony.com/menu,$$,Yes,No,Yes,,https://www.ubereats.com/store/petals-of-a-peony-germantown/iJ_uZHGeTWGbfRdV6N2X5g,Petals Of A Peony,,ubereats,,2024961,13.104834582389941,true,MEM,,2026-03-07T05:19:15.522Z
Phoenix Southern Grill,United States Of America,MEMPHIS,"1661 Semmes St Memphis, Tn",1661 Semmes St,35.086367,-89.962233,TENNESSEE,2026-02-28,38114,Restaurant,"restaurant, sandwiches, southern food restaurant, dining and drinking, fast food, american, wings, southern, salad",QSR,4.791999999999999,110,+1 901-421-5263,https://www.phoenixsoutherngrill.com/,https://www.phoenixsoutherngrill.com/,,$$,Yes,No,Yes,,https://www.ubereats.com/store/phoenix-southern-grill/_5zlFeThUYC6LIFwtE_FGg,Phoenix Southern Grill,,ubereats,,178580,3.1380948255726526,true,MEM,,2026-03-07T05:19:15.522Z
Popeyes Louisiana Kitchen,United States Of America,SENATOBIA,"396 E Main St, Senatobia, Ms 38668, 2214",396 E Main St,34.61995,-89.955645,MISSISSIPPI,2026-02-28,38668,Fried Chicken Joint,"fried chicken joint, cajun and creole restaurant, chicken wings, dining and drinking, chicken, fried chicken, fast food, american, wings, restaurant",QSR,1.0,2,+1 662-301-8162,https://www.popeyes.com/store-locator/store/restaurant_82921,https://www.popeyes.com/store-locator/store/restaurant_82921,http://popeyes.com/menu,$,Yes,No,Yes,,https://www.ubereats.com/store/popeyes-396-e-main-street/V7y-euzWQserAjoeNA9F_g,Popeyes Louisiana Kitchen,,ubereats,,1877813,29.146786130695542,true,MEM,,2026-03-07T05:19:15.522Z
